Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
264;Luke Kennard;SG;26;15;24;3;24.6;3.8;7.1;0.526;3.1;5.7;0.54;0.7;1.4;0.471;0.743;0.8;0.8;0.947;0.4;2.8;3.1;2.3;0.5;0;0.7;1.5;11.3
265;Walker Kessler;C;21;29;74;40;23;4;5.6;0.72;0;0;0.333;4;5.6;0.723;0.721;1.1;2.1;0.516;3.1;5.3;8.4;0.9;0.4;2.3;0.8;2.3;9.2
266;Braxton Key;SF;25;9;3;0;3;0.3;0.3;1;0;0;0;0.3;0.3;1;1;0.7;0.7;1;0;0.3;0.3;0;0;0;0;0;1.3
267;Louis King;SF;23;23;1;0;29;8;13;0.615;4;8;0.5;4;5;0.8;0.769;0;1;0;2;2;4;2;1;0;2;4;20
268;Corey Kispert;SF;23;30;74;45;28.3;3.9;7.9;0.497;2.2;5.2;0.424;1.7;2.7;0.637;0.637;1;1.2;0.852;0.4;2.4;2.8;1.2;0.4;0.1;0.7;1.3;11.1
269;Maxi Kleber;C;31;7;37;5;25.1;2.1;4.6;0.456;1.1;3;0.348;1;1.5;0.667;0.571;0.7;1;0.711;0.8;2.8;3.6;1.4;0.3;0.8;0.7;2.3;5.9
270;Nathan Knight;PF;25;18;38;0;7.7;1.2;2.1;0.568;0.2;0.6;0.364;1;1.6;0.644;0.617;1;1.5;0.684;0.6;0.9;1.5;0.3;0.3;0.2;0.6;1.1;3.7
271;Kevin Knox;PF-SF;23;0;63;5;15.1;2.4;5.3;0.458;1;3;0.349;1.4;2.3;0.596;0.556;0.7;1;0.767;0.5;2.3;2.8;0.5;0.4;0.2;0.8;1.5;6.6
271;Kevin Knox;PF;23;9;42;1;14.1;2;4.3;0.469;1;2.8;0.371;1;1.5;0.651;0.589;0.6;0.8;0.788;0.5;2.1;2.6;0.4;0.3;0.3;0.8;1.8;5.6
271;Kevin Knox;SF;23;25;21;4;17.1;3.2;7.3;0.444;1;3.3;0.314;2.2;4;0.554;0.516;1;1.3;0.741;0.7;2.6;3.3;0.9;0.5;0;0.9;1;8.5
272;Christian Koloko;C;22;28;58;19;13.8;1.2;2.6;0.48;0;0.2;0.083;1.2;2.4;0.514;0.483;0.6;1;0.627;1.4;1.5;2.9;0.5;0.4;1;0.3;2.2;3.1
273;John Konchar;SG;26;15;72;23;20.8;1.9;4.4;0.431;0.8;2.5;0.339;1.1;2;0.545;0.525;0.4;0.5;0.778;0.9;3.4;4.3;1.4;1.1;0.3;0.5;1.6;5.1
274;Furkan Korkmaz;SG;25;23;37;0;9.5;1.3;3;0.432;0.5;1.2;0.391;0.8;1.8;0.462;0.514;0.7;1;0.722;0.2;1;1.1;0.6;0.3;0.1;0.6;0.5;3.8
275;Luke Kornet;C;27;2;69;0;11.7;1.6;2.5;0.665;0;0.2;0.231;1.6;2.3;0.701;0.674;0.5;0.6;0.821;1.2;1.6;2.9;0.8;0.2;0.7;0.4;1.2;3.8
276;Vit Krejci;PG;22;1;29;0;5.7;0.5;1.3;0.405;0.2;0.7;0.238;0.3;0.6;0.625;0.473;0;0.1;0.5;0.2;0.7;0.9;0.6;0.2;0;0.2;0.6;1.2
277;Jonathan Kuminga;PF;20;10;67;16;20.8;3.9;7.4;0.525;0.8;2.2;0.37;3.1;5.2;0.59;0.579;1.3;2.1;0.652;1;2.4;3.4;1.9;0.6;0.5;1.4;2.3;9.9
278;Kyle Kuzma;PF;27;30;64;64;35;8;17.8;0.448;2.5;7.5;0.333;5.5;10.3;0.533;0.518;2.7;3.7;0.73;0.9;6.4;7.2;3.7;0.6;0.5;3;2.3;21.2
279;Anthony Lamb;SF;25;10;62;4;19.3;2.4;5.1;0.471;1.2;3.2;0.367;1.2;1.9;0.652;0.588;0.7;1;0.767;0.9;2.6;3.5;1.5;0.5;0.3;0.9;2.2;6.7
280;Jock Landale;C;27;24;69;4;14.2;2.6;4.9;0.528;0.3;1.2;0.25;2.3;3.7;0.621;0.559;1.1;1.5;0.752;1.7;2.3;4.1;1;0.2;0.4;0.9;1.8;6.6
281;Romeo Langford;SG;23;27;43;21;19.6;2.8;6;0.467;0.4;1.4;0.262;2.4;4.6;0.53;0.498;0.9;1.3;0.696;1.3;1.3;2.7;1.2;0.6;0.3;0.7;1.6;6.9
282;Jake LaRavia;PF;21;15;35;0;11.8;1.1;2.7;0.389;0.7;2;0.338;0.4;0.7;0.542;0.516;0.2;0.3;0.778;0.5;1.3;1.8;0.6;0.3;0.1;0.5;1.4;3
283;Zach LaVine;SG;27;5;77;77;35.9;8.7;18;0.485;2.6;7.1;0.375;6.1;11;0.556;0.558;4.7;5.6;0.848;0.5;3.9;4.5;4.2;0.9;0.2;2.5;2.1;24.8
284;A.J. Lawson;SG;22;0;15;0;7.2;1.5;2.9;0.5;0.7;1.7;0.4;0.8;1.3;0.632;0.614;0.1;0.5;0.25;0.4;1;1.4;0.1;0.1;0;0.2;0.7;3.7
284;A.J. Lawson;SG;22;18;1;0;2;1;1;1;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;2
284;A.J. Lawson;SG;22;7;14;0;7.6;1.5;3.1;0.488;0.7;1.8;0.4;0.8;1.3;0.611;0.605;0.1;0.6;0.25;0.4;1;1.4;0.1;0.1;0;0.2;0.7;3.9
285;Damion Lee;SG;30;24;74;5;20.4;2.7;6.1;0.442;1.5;3.3;0.445;1.2;2.8;0.439;0.564;1.3;1.4;0.904;0.5;2.5;3;1.3;0.4;0.1;1.1;1.6;8.2
286;Saben Lee;PG;23;0;25;1;14.9;2;4.8;0.405;0.4;1.2;0.367;1.5;3.6;0.418;0.45;1.7;2.3;0.737;0.5;1.3;1.8;2.7;0.8;0;1;1.3;6
286;Saben Lee;PG;23;23;2;0;5;1.5;2;0.75;0;0.5;0;1.5;1.5;1;0.75;0;0;0;0;0;0;1;0.5;0;1.5;0.5;3
286;Saben Lee;PG;23;24;23;1;15.8;2;5.1;0.393;0.5;1.3;0.379;1.5;3.8;0.398;0.44;1.8;2.5;0.737;0.6;1.4;2;2.8;0.8;0;0.9;1.3;6.3
287;Alex Len;C;29;26;26;2;6.2;0.6;1.2;0.533;0;0.1;0;0.6;1.1;0.571;0.533;0.4;0.6;0.688;0.9;1.4;2.3;0.5;0.2;0.4;0.6;1.1;1.7
288;Kawhi Leonard;SF;31;13;52;50;33.6;8.6;16.8;0.512;2;4.8;0.416;6.6;11.9;0.551;0.572;4.7;5.4;0.871;1.1;5.4;6.5;3.9;1.4;0.5;1.7;1.6;23.8
289;Meyers Leonard;C;30;17;9;2;12.7;1.6;3.2;0.483;0.8;2;0.389;0.8;1.2;0.636;0.603;0.9;1;0.889;1.3;2.4;3.8;0.1;0.2;0;0.7;1.8;4.8
290;Caris LeVert;SG;28;6;74;30;30.2;4.3;10;0.431;1.7;4.4;0.392;2.6;5.6;0.462;0.517;1.8;2.4;0.722;0.7;3.1;3.8;3.9;1;0.3;1.6;2.3;12.1
291;Kira Lewis Jr.;PG;21;19;25;0;9.4;1.6;3.5;0.455;0.6;1.4;0.441;1;2.2;0.463;0.54;0.8;0.9;0.864;0.2;1.1;1.3;0.9;0.4;0.1;0.4;1;4.6
292;Damian Lillard;PG;32;25;58;58;36.3;9.6;20.7;0.463;4.2;11.3;0.371;5.4;9.4;0.574;0.564;8.8;9.6;0.914;0.8;4;4.8;7.3;0.9;0.3;3.3;1.9;32.2
293;Nassir Little;SF;22;25;54;4;18.1;2.5;5.6;0.442;1.1;2.9;0.367;1.4;2.7;0.524;0.538;0.6;0.9;0.717;0.5;2.1;2.6;0.9;0.4;0.4;0.7;1.2;6.6
294;Isaiah Livers;PF;24;9;52;22;23.1;2.3;5.5;0.417;1.4;3.9;0.365;0.9;1.6;0.541;0.545;0.6;0.8;0.821;0.5;2.2;2.8;0.8;0.5;0.5;0.6;2;6.7
295;Kenneth Lofton Jr.;PF;20;15;24;1;7.3;2;3.9;0.527;0.3;0.7;0.353;1.8;3.2;0.566;0.559;0.7;1.1;0.593;0.8;1.3;2.1;0.8;0.2;0.1;0.5;1.2;5
296;Kevon Looney;C;26;10;82;70;23.9;3;4.7;0.63;0;0;0;3;4.7;0.632;0.63;1.1;1.9;0.606;3.3;5.9;9.3;2.5;0.6;0.6;0.5;2.7;7
297;Brook Lopez;C;34;17;78;78;30.4;6.1;11.5;0.531;1.7;4.7;0.374;4.4;6.9;0.637;0.606;1.9;2.4;0.784;2;4.7;6.7;1.3;0.5;2.5;1.4;2.6;15.9
298;Robin Lopez;C;34;6;37;2;8.1;1.3;2;0.64;0.1;0.1;0.5;1.2;1.9;0.648;0.653;0.4;0.5;0.778;0.6;0.8;1.4;0.5;0.1;0.2;0.7;1.2;3
299;Kevin Love;PF;34;0;62;20;20;2.7;6.8;0.389;1.6;4.8;0.334;1.1;2.1;0.516;0.506;1.3;1.5;0.879;1;5.5;6.4;1.9;0.3;0.2;1.1;1.6;8.2
299;Kevin Love;PF;34;6;41;3;20;2.7;7;0.389;1.7;4.8;0.354;1;2.2;0.467;0.511;1.4;1.5;0.889;1;5.8;6.8;1.9;0.2;0.2;1.1;1.6;8.5
299;Kevin Love;PF;34;16;21;17;20;2.6;6.6;0.388;1.4;4.8;0.297;1.1;1.8;0.632;0.496;1.1;1.3;0.857;0.8;4.9;5.7;1.9;0.4;0.2;1.1;1.5;7.7
300;Kyle Lowry;PG;36;16;55;44;31.2;3.6;8.8;0.404;1.9;5.6;0.345;1.6;3.2;0.509;0.514;2.1;2.5;0.859;0.8;3.3;4.1;5.1;1;0.4;1.9;2.6;11.2
301;Trey Lyles;PF;27;26;74;0;16.9;2.5;5.5;0.458;1.2;3.2;0.363;1.4;2.3;0.595;0.565;1.4;1.7;0.815;0.9;3.1;4.1;0.9;0.4;0.4;0.9;1.3;7.6
302;Th�o Maledon;PG;21;4;44;7;19.4;2.3;5.8;0.402;0.6;2.2;0.295;1.7;3.6;0.465;0.457;1.4;1.7;0.851;0.3;2.5;2.8;3.5;0.8;0.3;1.3;1.4;6.7
303;Sandro Mamukelashvili;C;23;0;43;7;15.3;2.3;5.3;0.422;0.7;2.3;0.303;1.6;3;0.511;0.487;0.9;1.3;0.684;1.6;2.7;4.3;1.4;0.3;0.3;0.8;1.2;6.1
303;Sandro Mamukelashvili;C;23;17;24;0;9;0.8;2.4;0.328;0.3;1.3;0.219;0.5;1.1;0.462;0.388;0.5;0.8;0.667;0.8;1.6;2.3;0.7;0.2;0.2;0.4;0.8;2.4
303;Sandro Mamukelashvili;C;23;27;19;7;23.3;4.1;9.1;0.453;1.2;3.5;0.343;2.9;5.5;0.524;0.52;1.4;2.1;0.692;2.7;4.1;6.8;2.4;0.5;0.4;1.4;1.7;10.8
304;Terance Mann;SG;26;13;81;36;23.1;3.4;6.5;0.519;1;2.4;0.389;2.4;4;0.598;0.593;1.1;1.5;0.78;1;2.5;3.4;2.3;0.5;0.3;1;1.8;8.8
305;Tre Mann;PG;21;21;67;5;17.7;2.9;7.5;0.393;1.2;3.8;0.315;1.7;3.6;0.475;0.474;0.6;0.8;0.764;0.4;1.9;2.3;1.8;0.6;0.2;0.9;1.5;7.7
306;Boban Marjanovi?;C;34;11;31;0;5.5;1.3;1.9;0.683;0;0;0;1.3;1.9;0.695;0.683;0.6;0.9;0.741;0.6;1.3;1.9;0.3;0.2;0.1;0.5;0.3;3.3
307;Lauri Markkanen;SF;25;29;66;66;34.4;8.7;17.3;0.499;3;7.7;0.391;5.6;9.6;0.585;0.586;5.3;6;0.875;2;6.7;8.6;1.9;0.6;0.6;1.9;2.1;25.6
308;Naji Marshall;SF;25;19;77;21;23.3;3.2;7.4;0.433;0.9;2.8;0.303;2.4;4.6;0.513;0.49;1.8;2.3;0.789;0.6;3;3.6;2.5;0.7;0.2;1.3;1.5;9.1
309;Caleb Martin;PF;27;16;71;49;29.3;3.6;7.7;0.464;1.2;3.3;0.356;2.4;4.4;0.545;0.54;1.3;1.6;0.805;1.2;3.6;4.8;1.6;1;0.4;1.1;2;9.6
310;Cody Martin;SF;27;4;7;0;19.1;2;5.1;0.389;0.4;2;0.214;1.6;3.1;0.5;0.431;0.6;1;0.571;1.1;2.3;3.4;1.6;0.6;0.1;0.3;1.9;5
311;Kenyon Martin Jr.;SF;22;11;82;49;28;5;8.8;0.569;0.8;2.6;0.315;4.2;6.1;0.679;0.617;1.8;2.7;0.68;1.5;4;5.5;1.5;0.5;0.4;1.1;1.8;12.7
312;Tyrese Martin;SG;23;1;16;0;4.1;0.6;1.4;0.391;0.1;0.4;0.143;0.5;1;0.5;0.413;0.1;0.1;1;0.3;0.4;0.8;0.1;0.1;0;0.1;0.1;1.3
313;Garrison Mathews;SG;26;0;54;0;12.7;1.4;3.7;0.363;1.2;3.3;0.35;0.2;0.4;0.476;0.52;0.9;1;0.906;0.2;1.1;1.4;0.5;0.4;0.1;0.4;1.1;4.8
313;Garrison Mathews;SG;26;11;45;0;13.4;1.3;3.8;0.353;1.2;3.4;0.342;0.2;0.3;0.467;0.509;0.9;1;0.911;0.2;1.2;1.4;0.5;0.5;0.1;0.4;1.2;4.8
313;Garrison Mathews;SG;26;1;9;0;9.3;1.4;3.4;0.419;1.1;2.8;0.4;0.3;0.7;0.5;0.581;0.8;0.9;0.875;0.1;1.1;1.2;0.3;0.1;0.1;0.1;0.7;4.8
314;Bennedict Mathurin;SF;20;12;78;17;28.5;5.3;12.2;0.434;1.3;4;0.323;4;8.2;0.488;0.487;4.8;5.8;0.828;1.1;3;4.1;1.5;0.6;0.2;1.9;2.1;16.7
315;Wesley Matthews;SG;36;17;52;0;15.8;1.1;3.1;0.363;0.8;2.4;0.315;0.4;0.7;0.528;0.484;0.5;0.5;0.857;0.7;1.5;2.2;0.7;0.4;0.3;0.3;1.4;3.4
316;Tyrese Maxey;SG;22;23;60;41;33.6;7.3;15.2;0.481;2.7;6.2;0.434;4.7;9.1;0.513;0.568;3;3.6;0.845;0.4;2.6;2.9;3.5;0.8;0.1;1.3;2.2;20.3
317;Skylar Mays;SG;25;25;6;6;31.5;5.7;11.3;0.5;2;4.3;0.462;3.7;7;0.524;0.588;2;2.2;0.923;0.3;2.8;3.2;8.3;1;0.2;1.7;1.8;15.3
318;Miles McBride;PG;22;20;64;2;11.9;1.2;3.4;0.358;0.6;2.1;0.299;0.6;1.3;0.457;0.451;0.4;0.7;0.667;0.2;0.6;0.8;1.1;0.6;0.1;0.4;0.9;3.5
319;Mac McClung;SG;24;23;2;0;20.5;4.5;10;0.45;2;5.5;0.364;2.5;4.5;0.556;0.55;1.5;2.5;0.6;1.5;3.5;5;4.5;0;0;1.5;1.5;12.5
320;CJ McCollum;SG;31;19;75;75;35.3;7.8;17.9;0.437;2.8;7.2;0.389;5;10.7;0.469;0.515;2.4;3.2;0.769;0.7;3.6;4.4;5.7;0.9;0.5;2.4;2;20.9
321;T.J. McConnell;PG;30;12;75;6;20.3;3.8;6.9;0.543;0.3;0.8;0.441;3.4;6.2;0.556;0.568;0.8;0.9;0.853;0.6;2.5;3.1;5.3;1.1;0.1;1.9;1.4;8.7
322;Jaden McDaniels;SF;22;18;79;79;30.6;4.7;9.1;0.517;1.4;3.4;0.398;3.3;5.7;0.588;0.591;1.3;1.8;0.736;1.2;2.7;3.9;1.9;0.9;1;1.4;3.4;12.1
323;Jalen McDaniels;SF;25;0;80;24;23.9;3.5;7.7;0.455;1;2.9;0.332;2.6;4.8;0.53;0.518;1.5;1.7;0.841;0.8;3.5;4.3;1.6;1;0.4;1.2;2.6;9.4
323;Jalen McDaniels;SF;25;4;56;21;26.7;3.9;8.8;0.447;1.2;3.6;0.322;2.8;5.2;0.534;0.513;1.6;1.9;0.846;0.8;4;4.8;2;1.2;0.5;1.4;2.8;10.6
323;Jalen McDaniels;SF;25;23;24;3;17.5;2.5;5.1;0.488;0.5;1.3;0.4;2;3.9;0.516;0.537;1.2;1.4;0.824;0.8;2.4;3.2;0.8;0.7;0.2;0.5;2.1;6.7
324;Doug McDermott;SF;31;27;64;0;20.5;3.7;8.2;0.457;1.9;4.7;0.413;1.8;3.5;0.516;0.575;0.8;1.1;0.757;0.4;1.8;2.2;1.4;0.2;0.1;0.9;1.8;10.2
325;JaVale McGee;C;35;7;42;7;8.5;1.9;3;0.64;0;0.1;0.4;1.9;2.9;0.65;0.648;0.6;1;0.585;0.7;1.8;2.5;0.3;0.1;0.6;0.9;1.3;4.4
326;Bryce McGowens;SG;20;4;46;7;17.1;1.7;4.4;0.396;0.6;1.7;0.325;1.2;2.7;0.443;0.46;1.3;1.7;0.75;0.4;1.6;2;1.2;0.3;0.1;0.9;1;5.3
327;Rodney McGruder;SG;31;9;32;12;16.4;1.9;4.8;0.408;1.3;3;0.423;0.7;1.7;0.382;0.543;0.6;0.7;0.818;0.6;1.7;2.3;0.9;0.5;0;0.3;1.2;5.7
328;Jordan McLaughlin;PG;26;18;43;0;15.8;1.4;3.4;0.421;0.6;1.8;0.308;0.9;1.6;0.552;0.503;0.3;0.4;0.833;0.3;1.1;1.4;3.4;0.7;0.1;0.8;0.7;3.7
329;De'Anthony Melton;PG;24;23;77;58;27.9;3.6;8.5;0.425;2;5.2;0.39;1.6;3.2;0.484;0.546;0.9;1.1;0.793;0.9;3.2;4.1;2.6;1.6;0.5;1.3;2.5;10.1
330;Sam Merrill;SG;26;6;5;0;11.8;1.8;4.4;0.409;1;3.6;0.278;0.8;0.8;1;0.523;0.4;0.4;1;0;1.8;1.8;1;0.8;0;0;0.6;5
331;Chimezie Metu;C;25;26;66;0;10.4;2;3.3;0.589;0.1;0.6;0.237;1.8;2.7;0.663;0.61;0.8;1.1;0.74;0.7;2.3;3;0.6;0.3;0.3;0.5;1.2;4.9
332;Khris Middleton;SF;31;17;33;19;24.3;5.4;12.3;0.436;1.5;4.9;0.315;3.8;7.4;0.516;0.499;2.8;3.1;0.902;0.8;3.4;4.2;4.9;0.7;0.2;2.2;2.1;15.1
333;Patty Mills;PG;34;3;40;2;14.2;2.2;5.2;0.411;1.2;3.4;0.366;0.9;1.9;0.493;0.529;0.6;0.8;0.833;0.2;0.9;1.1;1.4;0.4;0.1;0.8;0.8;6.2
334;Shake Milton;SG;26;23;76;11;20.6;3.2;6.6;0.479;0.7;1.9;0.378;2.4;4.7;0.521;0.535;1.3;1.5;0.853;0.5;2;2.5;3.2;0.3;0.2;1.2;1.6;8.4
335;Justin Minaya;SF;23;25;4;0;22.3;1.8;5.8;0.304;0.8;3;0.25;1;2.8;0.364;0.37;0;0.3;0;0.8;3;3.8;1;0.5;1.3;1;2.3;4.3
336;Josh Minott;SF;20;18;15;0;6.4;1.2;2.4;0.5;0.1;0.4;0.333;1.1;2;0.533;0.528;0.5;0.5;1;0.3;1.3;1.7;0.3;0.3;0.4;0.2;0.7;3.1
337;Davion Mitchell;PG;24;26;80;9;18.1;2.3;5;0.454;0.8;2.5;0.32;1.5;2.5;0.584;0.533;0.3;0.4;0.806;0.2;1.1;1.3;2.3;0.6;0.2;0.8;1.4;5.6
338;Donovan Mitchell;SG;26;6;68;68;35.8;10;20.6;0.484;3.6;9.3;0.386;6.4;11.3;0.566;0.572;4.7;5.4;0.867;0.9;3.3;4.3;4.4;1.5;0.4;2.6;2.5;28.3
339;Evan Mobley;PF;21;6;79;79;34.4;6.6;12;0.554;0.3;1.3;0.216;6.4;10.7;0.595;0.566;2.6;3.8;0.674;2.4;6.6;9;2.8;0.8;1.5;1.8;2.8;16.2
340;Isaiah Mobley;PF;23;6;13;0;6.5;0.9;2.2;0.429;0.2;0.6;0.375;0.7;1.5;0.45;0.482;0.3;0.3;1;0.3;1.2;1.5;0.2;0.3;0.2;0.1;0.6;2.4
341;Chima Moneke;SF;27;26;2;0;4;0.5;1;0.5;0;0;0;0.5;1;0.5;0.5;0;1;0;1;0;1;0.5;0;0;1;1;1
342;Malik Monk;SG;24;26;77;0;22.3;4.6;10.3;0.448;1.9;5.2;0.359;2.8;5.2;0.538;0.538;2.4;2.7;0.889;0.4;2.2;2.6;3.9;0.6;0.3;1.9;1.6;13.5
343;Moses Moody;SG;20;10;63;3;13;1.7;3.6;0.476;0.8;2.1;0.363;0.9;1.5;0.641;0.584;0.6;0.8;0.698;0.4;1.2;1.7;0.8;0.3;0.1;0.5;0.9;4.8
344;Xavier Moon;SG;28;13;4;0;5;0.8;2.3;0.333;0.3;0.8;0.333;0.5;1.5;0.333;0.389;0;0;0;0;0.8;0.8;1.3;0;0;0.3;0.5;1.8
345;Wendell Moore Jr.;SG;21;18;29;2;5.3;0.6;1.5;0.419;0.1;0.6;0.118;0.6;0.9;0.615;0.442;0.1;0.2;0.8;0.1;0.5;0.6;0.6;0.3;0.2;0.3;0.4;1.4
346;Ja Morant;PG;23;15;61;59;31.9;9.3;19.9;0.466;1.5;4.9;0.307;7.8;15;0.519;0.504;6.1;8.1;0.748;1;4.9;5.9;8.1;1.1;0.3;3.4;1.6;26.2
347;Marcus Morris;PF;33;13;65;65;28.1;4.2;9.9;0.426;1.7;4.7;0.364;2.5;5.2;0.484;0.513;1;1.3;0.782;0.4;3.5;4;1.8;0.6;0.3;0.9;2.1;11.2
348;Markieff Morris;PF;33;0;35;2;10.1;1.3;3.3;0.409;0.8;2;0.394;0.5;1.3;0.432;0.53;0.3;0.3;1;0.4;1.7;2;0.9;0.3;0.1;0.5;1.4;3.8
348;Markieff Morris;PF;33;3;27;1;10.6;1.2;3;0.402;0.7;1.8;0.408;0.5;1.2;0.394;0.524;0.4;0.4;1;0.5;1.7;2.2;0.9;0.3;0.2;0.5;1.2;3.6
348;Markieff Morris;PF;33;7;8;1;8.8;1.8;4.1;0.424;1;2.8;0.364;0.8;1.4;0.545;0.545;0;0;0;0;1.5;1.5;0.8;0.1;0;0.5;1.9;4.5
349;Monte Morris;PG;27;30;62;61;27.3;4;8.3;0.48;1.3;3.3;0.382;2.7;5;0.543;0.555;1;1.2;0.831;0.4;3;3.4;5.3;0.7;0.2;1;1.2;10.3
350;Trey Murphy III;SF;22;19;79;65;31;4.9;10.1;0.484;2.6;6.3;0.406;2.3;3.8;0.611;0.61;2.2;2.4;0.905;0.7;2.8;3.6;1.4;1.1;0.5;0.8;2;14.5
351;Dejounte Murray;SG;26;1;74;74;36.4;8.3;17.8;0.464;1.8;5.2;0.344;6.5;12.6;0.514;0.514;2.1;2.6;0.832;0.7;4.5;5.3;6.1;1.5;0.3;2.2;1.4;20.5
352;Jamal Murray;PG;25;8;65;65;32.8;7.3;16;0.454;2.6;6.6;0.398;4.6;9.4;0.494;0.537;2.8;3.3;0.833;0.7;3.2;4;6.2;1;0.2;2.2;1.6;20
353;Keegan Murray;SF;22;26;80;78;29.8;4.4;9.8;0.453;2.6;6.3;0.411;1.9;3.5;0.527;0.584;0.8;1;0.765;1.1;3.5;4.6;1.2;0.8;0.5;0.8;2;12.2
354;Mike Muscala;C;31;0;63;9;15;2.1;4.6;0.449;1.3;3.3;0.391;0.8;1.3;0.588;0.587;0.6;0.8;0.769;0.6;2.6;3.2;0.8;0.2;0.4;0.4;1.6;6.1
354;Mike Muscala;C;31;21;43;5;14.5;2.1;4.7;0.438;1.3;3.3;0.394;0.8;1.4;0.541;0.576;0.7;0.9;0.795;0.5;2.6;3.1;0.9;0.3;0.4;0.3;1.6;6.2
354;Mike Muscala;C;31;2;20;4;16.2;2.1;4.5;0.472;1.3;3.3;0.385;0.9;1.2;0.708;0.612;0.5;0.7;0.692;0.7;2.7;3.4;0.6;0.2;0.3;0.5;1.4;5.9
355;Svi Mykhailiuk;SF;25;0;32;8;14.6;2.4;5.4;0.445;1.3;3.1;0.424;1.1;2.3;0.473;0.566;0.8;1.2;0.667;0.5;1.2;1.7;1.7;0.5;0.1;0.8;0.7;6.9
355;Svi Mykhailiuk;SF;25;20;13;0;3.1;0.5;0.9;0.5;0.5;0.8;0.6;0;0.2;0;0.75;0.2;0.4;0.6;0;0.5;0.5;0.1;0.1;0;0.2;0.1;1.6
355;Svi Mykhailiuk;SF;25;4;19;8;22.5;3.7;8.5;0.441;1.9;4.7;0.404;1.8;3.8;0.486;0.553;1.2;1.8;0.676;0.8;1.6;2.4;2.7;0.7;0.2;1.2;1.2;10.6
356;Larry Nance Jr.;PF;30;19;65;1;21.2;2.9;4.7;0.61;0.2;0.6;0.333;2.6;4;0.654;0.633;0.8;1.2;0.696;1.6;3.8;5.4;1.8;0.9;0.6;0.6;2;6.8
